"UrbanRural","Income","Race","Expenditure","KidsCount"
1,60000,6,40173.3555,3
1,23730,1,4993.6667,0
2,120001,1,13749.8333,0
1,51700,1,9798.1667,1
1,40040,1,3373.8333,0
1,116900,1,13191.6,0
1,24960,2,4090.4999,0
1,128003,1,12124.4999,1
1,100600,1,9680.0668,0
1,69000,1,33648.5001,0
1,86400,1,12619.6669,0
1,86972,4,10420.6667,0
2,54600,1,6899.1666,0
1,110000,1,22436.2667,0
1,27552,1,5016.3333,0
1,12000,4,14270,0
1,38750,2,9158.6667,3
1,36855,1,5182.3333,0
1,36800,1,4614.2001,0
2,150761,1,16543,2
1,36400,1,7575.1666,0
1,67520,1,7688.1667,3
1,15786,1,4232.6667,0
1,24980,1,3307.6667,0
1,52091,6,5619.1666,1
1,88000,1,9797.8334,0
1,12000,2,7150.9333,0
1,800,1,2908.1666,0
2,4224,1,4421.6667,0
1,50000,1,6030.8333,0
1,106000,1,8695.5,0
1,7000,1,5990.9333,0
1,13000,1,8445.7999,0
1,21944,1,4319.6667,0
1,80000,1,4624.6667,0
1,117000,1,9330.0667,2
1,192000,1,18063.1667,0
1,1310,1,3390.3333,0
1,118000,1,12603.1665,0
1,15000,4,1829.3334,0
1,111660,1,12976.6333,4
1,45000,1,4388.8334,0
1,74986,1,8720.5001,0
1,42000,1,6926.5,2
1,26000,1,12965.8555,0
1,45152,1,7309,0
1,31544,1,6027.8334,3
1,14022,2,1657,0
1,50000,1,9430.5,0
1,37938,1,9208.3333,1
1,41000,1,3745.5001,1
1,110000,1,14076.1666,0
1,120000,2,14542.1666,3
1,19483,1,2525.3333,0
1,2015,1,3648.8333,0
1,76500,1,9984.0001,6
1,120550,1,36607.1001,1
1,64750,1,8350.3333,0
1,20962,1,4269,0
1,61520,1,5165.4999,0
1,2000,1,17724.3333,0
1,28638,1,6650,0
1,23650,1,3583,0
1,49200,1,6351.7001,0
1,145000,4,15574.8556,3
1,57000,1,21765.5,0
1,59226,1,12710.6667,0
1,158000,1,14019.1889,0
1,82400,1,7062.3333,0
1,131312,1,12168.0001,2
1,39400,5,8198.8334,1
2,25898,1,3053.3333,0
1,32197,1,5097.6666,2
1,474304,1,28273,0
1,73000,2,8128.5001,3
1,224579,4,16836.6667,2
1,4000,1,2779,0
1,75871,1,16537.6667,0
1,49026,1,7229.1667,0
1,23226,2,8329.3333,0
1,127432,1,10797.4667,0
1,289000,1,20749.6667,0
1,68000,1,29727.2001,0
1,97000,1,10973.8334,2
2,158000,1,33266.6667,0
1,180000,1,13218.8555,0
1,135000,1,11527.2999,2
1,60600,1,9304.8334,0
1,92300,6,7630.3333,1
2,19548,1,3516,0
1,97000,1,9719.4667,0
1,3252,1,2919.6667,0
1,1200,1,6648.6667,0
1,119200,1,7734.1667,0
1,49000,1,3915.1667,1
1,34177,2,7041.6667,0
1,148800,1,8448.1666,0
1,113132,1,10448.5,0
1,100000,1,12135.6667,0
1,13000,1,2615.8334,0
1,502084,1,41195.8776,0
1,18216,1,3718.6667,0
1,16476,1,2472,0
1,16506,1,2042.6667,0
1,13770,1,2338.6667,0
1,38200,1,6580,0
2,51000,1,3888.8334,0
1,162150,1,10396.3333,0
1,141000,1,18277.6666,2
1,488084,1,29113.8335,0
1,31548,1,5133.6667,0
1,144020,1,11663.5,0
1,50000,1,4412.5,1
1,245000,2,28353.611,0
1,10000,4,3220.8333,0
1,38000,1,6722.1667,2
1,73826,1,13284.6667,0
1,42598,1,12336.9333,0
1,20826,1,5371,0
1,66008,1,7749.0001,1
1,173456,5,23764.1667,2
1,13842,1,2733,0
1,132000,1,13991,0
1,55000,2,11233.4,0
1,139000,1,17310.4668,0
1,49000,1,6261.1667,0
1,5200,1,2607.7333,0
1,67000,1,7958.0001,3
1,8100,1,4481.5,2
1,40000,1,4779.6667,1
1,125791,1,11516.6667,0
1,301200,1,24667.1887,3
1,36290,1,5675,0
1,43626,1,3793.6667,0
1,94265,1,11216.8334,0
1,100226,1,10807.6667,0
1,43000,1,10108.3667,3
1,23624,1,8297.4999,1
1,30000,1,5312.6666,1
1,50000,1,10199.8333,0
1,150000,1,8838.5221,0
1,201000,1,15291.8334,1
1,3200,1,10266.6999,0
1,83578,5,10882.5,2
1,145452,1,15915,0
1,74626,1,11499.6667,0
1,50700,1,8946.1667,0
1,88200,1,10799.4666,0
1,7200,1,3498.8667,0
1,57000,1,19261.7001,2
2,947,1,1649.3333,0
1,6660,1,1624.6667,0
1,128000,2,14492.1667,3
1,17000,2,3334.1,1
1,30840,3,4290.6667,1
1,57600,1,6382.4999,0
1,27905,2,5178.6666,1
1,35400,1,5008.2333,0
1,90100,1,8824.3333,0
1,115000,1,8083.3666,0
1,473084,1,29284.3555,0
2,116000,1,12976.6667,0
1,160001,2,18125.5221,0
1,150200,1,13958.5221,3
1,110680,1,8709.3333,0
1,8826,1,1845.6667,0
1,57460,1,8015.9667,0
1,48180,1,3667.5,2
1,343084,1,84593.1447,2
1,14000,1,8412.2666,0
1,91600,4,12351.1667,1
2,26770,1,7665.3333,0
1,33403,2,5025.5,0
1,115400,1,10375.3334,0
1,111000,1,6787.6667,1
1,60005,1,6238.5,0
1,120840,2,7188,0
1,2200,1,3710.8333,2
1,74805,1,9926,0
1,34626,1,4099.3333,0
1,13554,1,2844.9333,0
1,15200,1,3770.0667,0
1,83626,4,5894.5,0
1,65000,1,5861.1667,0
1,1800,2,175,0
1,20135,1,5610.6667,0
1,42050,1,7860.6667,1
1,9622,2,2059,0
1,4400,1,5291.6667,0
1,77298,1,6903.6667,0
1,30000,1,21279.8333,0
1,58000,1,19237.5,1
1,100000,1,6509.3333,0
1,13440,1,3291,0
1,3252,1,4450.6667,0
1,24000,1,8780.4667,1
2,38125,1,7859,1
1,17779,1,2320.5,0
2,77264,1,9255,0
1,113319,1,9911.1667,0
1,30000,2,5135.3334,0
1,145144,1,11840.6666,2
1,161200,1,19599.6225,0
1,25626,1,4569.6667,0
1,36000,2,6982.4001,2
1,82846,1,33248.5001,0
1,38000,1,4565.1667,0
1,52800,1,6592,0
1,171000,1,9416.5333,1
1,35226,1,10546,0
1,99026,1,11930.6667,0
1,11330,1,10497.8334,1
1,66026,1,68871.8318,0
1,102000,1,9516.1667,0
1,30318,2,6728.1667,0
1,16614,1,2705.3333,0
1,30000,1,4565.6667,0
1,99000,1,9716.6999,0
1,50000,4,10131.0333,0
1,87440,1,6664.1667,0
1,36684,1,3048.3333,0
1,17734,1,5885.3333,0
1,47526,1,23929.4985,0
1,19890,1,2521,0
1,33280,1,5729.6667,0
1,3175,2,3845.0001,1
1,4224,2,842,2
1,72000,1,6441.5,0
1,60000,1,47917,0
1,37414,2,6416.8334,2
1,29000,1,7452.8335,1
1,158000,4,9175.1667,1
1,70000,1,7671.5,1
1,511479,2,24249.1888,1
1,125000,1,29673.3556,0
1,7000,2,3103.4999,0
1,91000,1,10407.6666,1
1,83191,1,6408,0
1,6426,2,4517,0
1,32000,1,8208.1666,2
1,179808,1,15005.3334,0
1,43001,1,7270.9667,4
1,64000,1,9292.3333,0
1,210829,1,79180.6666,0
1,34752,1,5674.3333,0
1,14731,1,5947,1
1,36000,1,4761.6667,0
1,14726,2,7703.6001,1
1,133000,1,12526.3333,1
1,65200,1,17533,2
1,38044,1,11143.7333,4
1,146700,1,9479.1667,0
1,35388,1,5982.3333,0
1,75800,1,22484.6001,3
1,36000,2,8266.8333,0
1,7000,1,8370.0001,0
1,122200,1,9975.5,0
1,65460,1,12510.0666,0
2,36434,1,7556.5001,2
1,126426,2,9957.4001,0
1,108000,1,14122.6667,2
1,29268,1,4862.6667,0
1,183600,1,15219.5222,0
1,79200,1,3496.8334,0
1,88000,1,5314.6334,0
2,28000,1,4219,0
1,79753,1,21641.6667,0
2,11535,1,3132,5
1,48000,1,6825.6667,1
1,24716,6,9905.6666,0
1,68707,1,7908,0
1,21786,1,3600.3333,0
1,49000,1,4363.8334,0
1,32000,2,3785.3333,2
1,75000,1,8668.0001,0
1,61220,1,10122.9999,0
2,28612,1,4378.5,0
1,130000,2,11386.0222,0
1,70935,1,33011,0
1,55486,1,7549.0666,0
1,22026,1,3452,0
1,32000,1,11551.7667,0
1,91322,1,9289.9334,3
1,164000,1,10794.1555,2
1,21762,1,3052.3333,0
1,50000,5,6522.8333,0
1,45000,1,3369.5001,1
1,5226,1,1766,0
1,16886,1,2500.6667,0
1,6210,6,2913.6667,0
1,37826,1,3734.3333,0
1,43000,2,3328.3334,0
1,156330,1,19818.4333,0
1,74000,1,12901.5333,2
1,85800,1,11977.8334,0
1,3252,1,19416.6667,0
1,133469,1,18658.2892,0
1,11626,2,2991.8333,0
1,90459,1,7048.6667,0
1,80500,1,11371.1666,0
2,30000,6,2212.5,0
1,28036,2,3312.6666,0
1,110000,1,7839.6666,0
2,76100,1,14189.5999,0
1,170000,1,14292.3333,0
2,79000,1,11181.9,2
1,35480,1,12358.8333,0
1,65000,1,7167.1667,0
1,52000,1,11782.6667,2
1,60000,1,12754.4999,0
1,85000,1,5880.1667,0
1,100000,4,10598.5333,1
2,88600,1,9748.5001,0
2,45888,1,11354.5,5
1,89000,2,9044.8334,1
1,156770,1,18546.8333,1
1,6340,1,1890.3333,4
1,80922,1,11081.6667,0
1,82000,2,9250.6666,1
1,48000,1,9139.3333,0
1,60000,1,9598.2222,0
1,116,1,3685.6667,0
1,143000,1,19891.6667,0
1,89200,1,6149.9999,0
1,69200,1,4701.5,1
1,81700,1,7808.5,0
2,26506,1,2771.3334,0
1,73002,1,19733,1
1,27126,1,8798.4001,0
1,59627,1,8816.0001,0
1,88000,1,15467.6667,1
1,1600,1,8951.2667,0
1,15906,1,11422,1
1,485912,4,14113.6668,0
1,180000,1,19000.0221,0
1,21762,1,8943,0
1,64400,1,9182.6666,0
1,55000,1,9372.1666,0
1,60015,1,8997.8333,0
1,34000,4,3363.3333,0
1,370084,1,61662.1888,0
1,26000,1,6038.1666,4
2,4800,1,6876.6666,0
1,80000,1,8588.3333,0
2,1,1,4839,0
1,36000,1,3440,0
1,14742,1,4237.8333,0
1,13626,1,1376.3333,0
1,12146,1,2224,0
1,48252,1,11309.1334,0
1,16026,1,13956,0
1,120000,1,14512,0
1,67000,2,5247.2667,0
1,28132,1,6635.6666,0
1,37652,1,12258.3333,0
1,14467,2,5095,0
1,80000,1,8452.1665,0
1,29000,1,6348.3334,0
1,24320,1,3669.5999,2
1,8400,1,4732.8333,0
1,44700,1,6788.6667,0
2,68820,1,8922.4999,0
1,13626,1,2034.6667,0
1,95700,1,15053.0001,2
1,16274,1,1996,0
1,184612,1,13937.2221,0
1,35780,1,6667.4999,0
1,178074,1,11047.6666,0
1,60000,1,12020,2
2,56378,1,28899.1667,0
1,8988,2,900,0
1,29000,2,5245,0
1,81500,1,7695.1666,0
1,63000,4,6945.3334,3
1,150000,1,102272.0221,0
1,22000,4,10604.7,0
1,81188,1,4720.9334,0
1,22600,2,5215.8333,1
1,52675,1,5947.9999,0
1,32000,2,7808.3333,0
1,217100,2,12644.5001,1
1,66200,1,4646.9999,0
1,59600,1,8739.6333,1
1,1626,1,5025.6667,0
1,40000,1,10770,4
1,705084,1,68002.9985,0
1,128200,1,15657.3334,2
1,98500,1,7322.0001,3
1,125000,1,7093.6667,0
1,67350,2,4722.1667,3
1,43640,1,5236.6667,0
1,11046,1,1678.6667,0
1,108852,4,2652.5,0
1,73698,1,19138.9166,0
1,34000,2,2942.4167,0
1,9634,1,684,0
1,171350,1,5274,0
1,62040,1,5507.9166,0
1,188000,1,11288.1777,0
1,355000,4,21928.4277,0
1,117000,1,7439.9167,0
1,112768,2,8781.5833,0
1,82000,1,5950.6833,1
1,57000,1,9738.75,2
1,10000,1,3175.4666,0
2,10726,1,771,0
1,57000,1,4716.95,1
1,43000,1,4871.0944,0
1,22586,1,6151.6667,0
1,5,1,3133.9834,0
1,61400,1,4045.2,2
2,152426,1,4322.7611,0
1,169000,1,6356.7833,0
1,185000,1,8194.8334,2
1,4552,1,1759.5,0
1,139910,1,4838.1667,0
1,3102,2,543.3333,0
1,16026,2,1601.3333,0
1,90200,1,3797.75,0
1,351200,1,7132.25,0
1,120501,1,5327.4166,3
1,126750,1,5245.0666,0
1,77000,1,4136.9167,0
1,3000,1,145.8334,0
1,4060,1,986,0
1,34000,1,4240.1,2
1,156800,1,7390.0944,0
1,27040,1,3740.0834,3
1,24000,1,2625.4333,0
1,49200,1,2495.75,0
1,143000,1,3631.8167,0
1,85990,1,32278,0
1,88410,1,8709.1666,3
1,23286,1,2154.6667,0
1,33852,1,3659.5,0
1,112600,1,5416.4166,1
1,54000,1,2875.5833,0
1,2400,1,2753.8333,0
1,80500,1,5597.5833,2
1,46764,2,3531.6667,0
1,40962,1,2949.6667,0
1,21014,2,1869,0
1,86460,1,5448.7501,0
1,14826,1,1348.6667,0
1,26928,1,3287.4,0
1,10380,1,674.6667,0
1,13380,2,908,0
2,80200,1,3545.4167,0
1,13386,2,2214.3333,0
1,49226,4,3136,0
1,22526,1,6281.6667,0
1,250230,2,20081.5166,0
1,17226,1,2227.3333,0
1,17800,1,2384.25,4
1,72000,1,4551.6666,0
1,159149,1,8205.5111,0
1,71074,1,2906.5667,0
1,3298,1,1081.6667,0
1,21174,1,1211.6667,0
1,343084,1,10963.4277,2
1,70000,1,2309.5833,2
1,78400,1,6007.1666,0
2,40764,1,3742.3,0
1,33012,1,1730.3333,0
1,32604,1,5877.5111,0
1,402014,1,7596.5945,0
1,18852,1,7167.3666,0
1,60000,1,2424.1667,0
1,7000,1,7200.35,0
1,17609,2,1219,0
1,24000,4,1293.3333,0
1,190000,4,13614.6659,2
1,159400,1,6799.3333,1
1,49626,2,1736.8333,0
1,1626,1,412,0
1,61236,1,2586.3333,0
1,200200,1,14121.75,2
1,180,2,1742.3333,0
1,95380,1,3232.5,0
1,80000,1,7683.8778,1
1,22478,1,1567.3333,0
1,148075,2,6282.6667,0
1,40000,4,1031.6667,2
2,15822,1,4241.6667,0
2,24726,1,1791,0
1,68482,1,5175,0
1,148704,4,6436.3333,1
1,112000,1,5808.6667,0
1,130000,1,4955.55,0
1,1626,1,3325.3333,0
1,280001,1,16631,2
1,379084,1,4124.1667,0
1,661679,1,13668.177,0
1,24000,1,3423.4,1
1,36000,1,2570.7333,0
1,35200,1,2170.0833,0
1,11666,1,1841.25,1
1,40002,1,2156,0
1,11450,1,1855.1667,2
1,115000,1,4431.9167,0
1,65000,1,2819.9167,0
1,344384,1,12721.0613,0
1,95300,1,6337.7167,0
1,286200,1,14057.261,0
1,28600,1,3407.3333,0
1,133620,1,18108.0944,0
1,10050,1,726,0
1,115000,1,6081.1667,0
1,65700,1,1794.6667,0
1,38000,1,1845.5833,2
1,49826,5,7861.1667,0
1,24507,1,2765.6667,0
1,419329,1,9906.4001,0
1,8118,2,6634.1667,0
1,75000,1,1851.4,0
1,29760,1,13168,0
1,45099,1,4574.5834,0
1,79710,1,9695.25,0
1,66255,1,4733.9166,1
1,130000,1,4635.4167,0
1,57929,1,4758,0
1,2000,1,4298.6166,0
1,89987,1,6855.6667,0
1,150000,1,17676.8444,0
1,60000,1,3116.8333,0
1,1626,1,4425.4667,2
1,60884,1,6564.6667,0
1,26000,1,1856.5,2
1,38952,1,4401.3333,0
1,21426,1,4258.3333,0
1,49872,1,4320.6667,0
1,137000,1,5923.9167,0
1,74397,1,3517.0833,0
1,37055,1,12794.3333,0
1,58578,1,4572.3166,0
1,115000,1,6045.1667,1
1,73934,1,3491.5,0
1,41000,1,5134.4167,0
1,7000,1,2907.8,0
1,18283,1,1062.6667,0
1,35000,2,2601.5001,2
1,14400,2,1460.3333,0
1,59000,2,3461,0
1,81000,1,7910.0834,0
1,7000,4,2319.25,0
1,70506,1,4734.75,0
1,79000,1,3192,0
1,27178,1,5242.3333,0
1,16326,1,4464.1667,0
1,40000,1,2612,0
1,75000,1,3531.8334,0
1,33062,1,3566.7333,0
1,82000,1,4026.7333,1
1,23930,1,3495.05,0
2,13256,1,3852.6667,2
1,73020,1,4868.6667,0
1,146520,2,5456.8334,0
1,46000,1,1950.8166,0
1,64000,1,5582,2
2,80000,1,2359.25,3
1,101311,1,5394.4168,0
1,355900,1,7133.0944,1
2,43088,1,5406,0
1,606979,1,22758.0944,2
1,35700,1,3158.3333,2
1,162100,1,5691.8333,0
1,41000,1,2570.4167,1
1,16426,1,4492.6667,0
1,30000,1,3867.3333,3
1,160000,1,7743.3333,2
1,50000,1,2821.4167,0
1,33600,1,3777.5,0
1,185833,1,5150.5,0
2,1826,1,4986.3167,0
1,28626,1,1965.6667,0
1,148600,1,6151.0834,0
1,141201,1,7516.5834,0
1,27000,1,2524.7833,0
1,158000,4,7553.7333,0
1,75700,1,5348.75,0
1,7200,1,8280.0826,0
1,115000,1,7638.1667,3
1,200200,1,6759,2
1,77000,4,2934.1667,0
1,140000,1,6342.8167,0
1,110000,1,4345.3167,0
1,46692,1,2947.3333,0
1,10963,2,1161.6667,0
1,33000,1,2080.5834,0
1,68200,1,3874.5,0
1,4848,1,2310.5,0
1,1548,2,2099.5833,2
1,4700,4,10729.5834,1
1,91010,1,4759.85,0
1,43400,1,4456.4999,0
1,24000,1,1403.3333,0
1,50126,1,4706,0
1,63626,1,3393.6667,0
1,15546,2,760.6667,0
1,10246,1,1060.3333,0
1,102000,1,6329.0333,1
1,55400,1,3847.6666,0
1,3252,1,3637,0
2,28801,1,1994,0
1,93464,1,7838.4167,2
1,36120,1,13664.25,1
1,52000,1,3462.6667,3
1,134000,1,42627.3333,1
2,12350,1,3148.7334,3
1,74900,1,7904.1667,2
1,53000,1,2357.25,0
2,118000,1,10553.6667,0
1,150000,1,6088.4,0
1,40000,1,9221,0
1,6685,1,715.6666,0
1,46214,1,3360.6667,0
1,8000,1,1552.9167,0
1,21216,2,1343.3333,0
1,50000,1,2643.0833,0
1,87000,6,4927.3334,2
1,41000,1,2811.5333,0
1,68000,1,6968,1
2,14466,1,1613.3333,0
1,20000,1,1495.8333,0
1,141000,1,7440.9167,0
1,47141,1,14010.3333,0
1,37626,1,4912.6667,0
1,52000,1,3558.5,3
1,156000,1,13740.25,0
1,112000,2,11891.1111,0
1,91000,1,4702.8334,0
1,45900,2,3047.25,0
1,15228,1,1677,1
1,1626,1,3296,0
1,24000,2,3536.3333,0
1,15126,1,2652.5,0
1,52000,1,6842.5833,1
1,75000,1,7832.7834,1
1,11000,1,1349.5,0
1,40560,1,5752.1833,0
1,60000,2,4710.25,0
1,87000,1,10249.0833,2
2,20000,1,2327,0
1,191100,1,7365.3444,0
1,40800,6,2394.6667,0
1,28146,1,2129,0
1,56496,1,1983.4834,0
1,43000,1,20903.1667,0
1,22000,4,3487.5833,1
1,128732,1,5418.1333,0
1,4500,1,8708.9167,0
1,35085,1,4687,0
1,77000,1,3279.0167,0
1,94000,1,4840.9167,0
1,93200,1,5112.5834,2
1,40000,1,3655.2,3
1,46000,2,2417.5833,0
1,46000,1,2331.25,0
1,139000,1,9358.1667,0
1,90350,1,5779,0
1,90000,1,6547.5,0
2,100017,1,10369.5833,3
1,218000,1,6445.4,0
1,185836,1,4347,0
1,17286,3,1463.6667,0
1,166000,1,8804.5833,2
1,37626,1,1531.6667,0
2,36000,1,2671.3333,0
1,118650,1,2869.4167,0
1,15094,6,1611,0
1,32322,1,7083.3333,0
1,61110,1,4610.75,0
1,30400,1,4929.1666,0
1,31464,1,1707.6667,0
1,675512,1,47734.489,0
1,74800,4,3830.9833,2
1,17480,1,1569.3333,0
1,124980,4,7233.75,0
1,60880,1,4464.5333,0
1,100200,1,7109.7834,1
1,20600,1,1063.8333,0
1,80000,1,4387.75,0
1,6160,1,2276.7333,0
2,27198,1,4542.6667,0
1,36935,2,3411.0834,0
1,55000,3,6071.6334,1
1,100000,1,2410.7833,0
1,345550,3,22494.739,1
1,29000,2,2703.5834,0
1,65912,4,2230.8334,0
1,55000,1,3677,0
1,193400,1,7795.25,2
1,47000,1,3419.1667,0
1,43627,1,4959,0
1,160000,1,8451,3
1,90000,1,3103.75,3
1,21330,1,1201.6667,0
1,56601,1,5244.8334,0
1,171260,1,6370.1777,0
1,25001,2,3760.7501,0
1,11889,1,3764.5834,0
1,46000,1,2602,0
1,125000,1,9124.3326,3
1,18000,1,1709.4166,4
1,20826,1,2860,0
1,111000,1,4851.8444,1
1,30450,2,2482.3333,0
1,90000,1,3160.4167,2
1,34000,2,1896.7666,0
1,66000,1,3878.75,1
1,24000,2,1560.3333,0
1,8316,1,1147.9166,0
1,40000,1,2859.4166,4
1,63000,1,3568.3334,1
1,190000,1,39334.5834,1
1,436550,1,12075.9278,0
1,100000,4,8915.8667,1
1,200,1,1332.9167,0
1,1390,2,1762.4167,1
1,77000,1,3579.2167,0
1,158000,1,12798.3444,2
1,55726,1,6569,0
1,37626,1,3596.6667,0
2,24000,1,1917.0833,1
1,106000,1,10088.75,0
1,113000,1,5561.4334,0
1,454084,1,6595.7611,1
1,16034,1,5324.6667,0
1,192000,1,8907.6667,0
1,21024,1,2189,0
1,60000,1,1638.6,0
1,79283,1,2362.3333,0
1,84000,1,2078.9166,0
1,131228,1,9082.1667,0
1,16752,1,13078.6667,0
1,301082,1,60268.8333,3
2,55001,1,3007.3334,0
1,104118,1,3457.5833,0
1,152000,1,7585.3333,0
1,7000,1,1297.3334,0
1,512179,1,11075.0944,0
1,62605,1,11554.3334,0
1,42000,4,4629.0833,1
1,14286,1,1018.6667,0
1,243626,1,9300.9666,1
1,98000,1,9653.5834,0
1,16650,1,1771,0
1,63700,1,3478.75,0
1,120000,1,17100.9277,0
1,21166,1,2214.75,0
1,39272,1,2719.1667,2
1,20240,1,2661.5,0
1,27471,1,2989.6667,2
2,9426,1,1099.6667,0
1,723,2,1055.3333,0
1,134000,1,40517,0
1,20000,1,2250.1667,1
1,95000,2,4087.4666,2
1,108652,1,3472.35,0
1,138220,1,7673.55,1
1,12922,1,1805.3333,0
1,36000,1,2140.3334,0
1,50000,2,2655.0833,0
1,80000,1,2811.6667,0
1,40200,1,3256,0
1,85000,1,2690.6667,0
1,118947,1,5259.9167,0
1,46752,1,6569.8333,0
1,61084,1,3879.8333,0
1,39252,1,6035.9166,0
1,100626,2,3630.6667,0
1,25340,1,2646.4167,2
1,357584,1,11396.9613,0
2,82100,1,4099.2666,0
1,60356,1,1650.4667,0
1,80000,1,5711.5,1
1,23662,1,1668.1166,0
1,118400,1,4038.25,0
1,25026,1,3290,0
1,17400,1,1806.7,3
1,15252,4,1822.3333,0
1,42625,2,1316.6667,0
1,79826,4,17048.4,0
2,73697,1,3082.6667,0
1,20334,1,1323,0
1,8700,1,759,0
1,34026,2,2843.3333,0
1,2000,1,1781.8,0
1,25756,1,1877.3333,0
1,343084,1,58051.5332,0
1,96700,6,8989,0
1,28740,1,13433.2501,3
1,42000,1,5129.25,1
1,77000,1,16448.1,2
1,49900,1,11911.2499,0
1,110100,6,17923.75,0
1,105260,1,12946.7502,0
1,129600,1,11560.25,0
1,34000,1,10585.3501,0
1,62030,4,11283.5,0
2,100200,1,9230.7499,3
1,72843,1,14997,0
1,41000,1,10119.2501,1
1,6354,2,7139.4501,0
1,42946,1,12433.2501,0
1,42426,4,5778,0
2,271000,1,21445.0332,2
1,19664,1,5841,0
1,99000,1,13313.5001,0
1,20252,1,4515,0
1,34086,1,6095.5,0
1,199000,1,18175.35,0
1,213500,1,43012.4999,2
2,15096,1,4331.5,0
1,165000,1,32560.2501,1
1,21762,1,1013,0
1,136700,1,35114.0978,2
1,76000,1,10467.6,0
2,50875,1,9055.25,0
2,5226,1,6375,0
1,47800,1,6508.2499,0
1,66500,1,12140.75,0
1,47700,1,8179.4999,2
1,101500,1,17282.0001,0
1,500,1,3830.7499,0
1,120000,1,15325,0
1,1626,2,1524,0
1,180000,1,28062.5,1
1,31200,1,7819.7501,0
1,2000,1,44544.25,0
1,59741,1,29121.4999,3
1,38461,1,10802.5,0
1,286000,1,27386.7501,2
1,4150,1,5521,0
1,28074,1,4788,0
1,30576,2,5705.75,3
1,105000,1,22300.2501,0
1,111000,1,16544.0001,1
1,97000,1,10617.0001,0
1,77700,1,12670.2501,1
1,32535,1,15802.0001,2
1,1800,1,5458,0
1,23460,1,5153.7499,0
1,30000,4,4458.75,0
1,10447,2,2032,0
1,116000,1,32757.8999,0
1,1826,1,2592,0
1,158000,3,29831.25,3
1,10000,1,9277.25,0
1,250000,1,24748.4999,2
1,106000,3,9990.6,0
1,32000,1,9193,0
1,48838,1,7160.5001,0
1,800,2,1884,0
1,36000,1,8884.5,0
1,2000,2,6962.25,0
1,138160,1,22375,0
1,110000,1,43417.7502,0
1,103000,2,29260.0001,1
1,30000,1,5666.9999,0
1,34000,2,7826.1999,0
2,48000,1,8060.5,0
1,56000,1,11802.2498,0
1,36226,1,12880,0
1,23880,1,7641.4999,0
1,85098,1,21066.4501,2
1,162000,1,54542.5,2
1,74400,2,10974,0
1,27000,1,8588.4499,1
1,4000,1,9210.5,0
1,54000,2,17118.2832,0
1,300000,4,19040.5,0
1,20842,1,3450,0
1,25696,1,6332,0
1,26826,1,5372,0
1,29340,2,7852,0
1,94000,4,12825.2499,2
1,11390,1,13662.75,0
1,110000,1,19294.75,0
1,115700,1,28234.7501,2
1,112500,4,35093.6001,2
1,2000,1,17443.65,0
1,91492,1,11513.25,0
1,642,1,4836.4999,0
1,133000,1,15976.75,0
1,8000,1,4435.6,0
1,36486,1,13064.5,0
1,118000,1,19331.2501,2
1,77566,1,9861,0
1,21000,1,11515.2001,0
1,79000,2,13869.4001,1
1,64800,2,51808.9501,1
1,3280,1,6767,0
1,71600,4,10199.5001,2
1,15600,2,11104.2501,1
1,67924,1,12826.7502,0
1,187626,1,61799.1999,0
1,173000,1,24495.7501,0
1,107890,1,14035.3213,2
1,6250,1,13251,0
1,26876,1,4168,0
2,22026,1,9645,0
1,98000,2,15986.4999,0
1,771,1,6263,0
1,1626,1,29535.1,0
1,37386,1,9638,0
1,437034,1,39501.35,0
1,36700,1,9150.5001,5
1,21798,1,14621,0
1,109000,1,26908.7501,4
2,72000,1,17440,0
1,75000,1,10314.55,0
1,17600,2,5522.5001,0
1,2000,1,4356.0001,0
1,162671,1,17652.5,0
1,13000,1,9956.7501,0
1,17500,2,8030.5,1
1,104000,1,21323,1
2,33990,1,7814,0
1,197000,1,38644.4999,0
1,67348,1,13224,0
1,80000,1,16438.85,3
1,128815,1,19504,0
1,65000,1,11489.2501,0
1,75000,1,10409.5001,0
1,100404,1,14466.0999,0
2,37200,1,5257.3499,1
1,44400,2,8283,0
1,37000,1,9485.7501,0
1,97752,3,10369.7499,0
1,7000,1,7466.25,0
1,43404,1,7062.15,0
1,80000,1,10832.0001,0
1,30000,1,5245.25,0
1,135000,1,15697.0333,0
1,37712,1,8665,2
1,109000,1,7333.2499,0
1,2000,1,20061.25,2
1,32883,1,11648.5,0
1,43000,2,6093.5001,3
1,69333,1,12813.2499,1
1,92000,4,16550.5,1
1,93084,1,7431.9,0
1,106700,1,14763.75,0
1,62000,4,6931.75,0
1,344213,1,28211.7833,2
1,92586,1,17690.5,1
1,30000,2,5788.75,0
1,56026,1,13140,0
1,34000,1,12320.9499,0
1,124063,1,18285.7498,0
1,27252,1,10029,0
1,21720,1,12858,0
1,2452,4,4653,0
1,43026,1,10390.0001,0
1,90000,1,21853.5,0
1,12000,1,11437.45,0
2,122240,1,9768.75,0
2,1909,1,3879,0
1,231200,1,22094.0001,0
1,142764,1,20389.2832,1
1,140000,1,70944.8501,0
1,80000,2,20051,0
1,25000,1,13248.75,1
1,93000,1,9773.2502,0
1,21900,1,3023.4999,0
1,78500,1,19959,0
1,150000,1,31677.9977,0
1,152100,1,60262.85,0
1,186500,1,20837.2499,2
1,29052,1,7500,0
1,149000,6,27508.7501,2
1,37626,1,3085,0
